CODENTID,CODPROGR,CODCUENT,DESCCCUE,FECULTEX,CODULTEX,INDBLQAC,INDBLQRD,FECHALTA,FECHBAJA,FECHACTI,OBSCUENT,CHEQDATA,IDCLIENT,TIPIDCLI,NOMBREID,APELLID1,APELLID2,CONTCANJ
0001    ,GENBLACK,00010003000003215746,PRUEBA  JUMP        ,20180828,8,1,1,20180125,        ,20180125,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.464416,3114561043          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216055,Esteban  Wakley Decr,20180828,7,0,0,20180205,        ,20180205,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.703971,19276973            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216452,Jamel  Wythe Dostie ,20180828,7,0,0,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.829815,52371538            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216453,Kayleen  Hoffer     ,20180828,7,1,1,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.853634,80064195            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216454,Hayden Andrew Bradsh,20180828,7,0,0,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.786237,22309133            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216466,Mileena  Brockie Cas,20180828,7,0,0,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.905261,52587515            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216467,LEEANN MOISES KERMES,20180828,7,0,0,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.684703,79643531            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216468,Deloris  Ivanoff Had,20180828,7,0,0,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.550104,79988819            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216469,Rayquan  Przekop Cre,20180828,7,0,0,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.014906,51827141            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216470,Maximillia Francesco,20180828,7,1,1,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.360400,79745433            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216471,Hugh Michel Decaire ,20180828,7,0,0,20180214,        ,20180214,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.004066,79840771            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216446,Yajaira Claire Hamme,20180828,7,0,0,20180215,        ,20180215,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.596856,19271150            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216447,Karlie Helen Connick,20180828,7,0,0,20180215,        ,20180215,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.996073,79411996            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216472,MCKENZIE ELROY NIEMA,20180828,7,0,0,20180215,        ,20180215,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.257713,19264636            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216474,JAMI LIONEL RIEK Soo,20180828,7,0,0,20180215,        ,20180215,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.033092,51754369            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216475,Nicholas  Sifers Mos,20180305,1,1,1,20180215,20180328,20180215, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-03-28-19.02.02.526689,40043600            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216476,Sophie Cara Dilan By,20180828,7,0,0,20180215,        ,20180215,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.636920,39690897            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216477,CAMILA  GARZON TORRE,20180828,7,0,0,20180215,        ,20180215,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.760094,1022089137          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216478,LEA WINSTON STEWERT ,20180828,7,0,0,20180215,        ,20180215,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.50.143735,79044694            ,C ,                              ,                    ,                    ,101951
0001    ,GENECLAS,00010003000003216479,Myra Esther Srinvasa,20180828,7,0,0,20180215,        ,20180215,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.378373,79201679            ,C ,                              ,                    ,                    ,101952
0001    ,GENECLAS,00010003000003216068,ANDREA ANA HERNANDEZ,20180828,6,0,0,20180315,        ,20180315,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.49.401888,1016047967          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216069,Elisabeth Javon Sall,20180828,6,0,0,20180315,        ,20180315,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.49.563760,1016047968          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216070,CARMEN LORENA AREVAL,20180828,6,0,0,20180315,        ,20180315,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.49.788310,1016047969          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216071,JOSE GABRIEL HERNAND,20180828,6,0,0,20180315,        ,20180315,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.50.043501,1016047970          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216797,Yobani  Varble Hyams,20180828,5,0,0,20180410,        ,20180410,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.939198,52128090            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216803,ADRIANX JOSE GARCIX ,20180828,5,0,0,20180410,        ,20180410,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.788968,123457056           ,C ,                              ,                    ,                    ,0
0001    ,GENSIGNT,00010090000000011352,Niko Bryn Wessman Ra,20180828,5,0,0,20180416,        ,20180416,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.54.719091,79833766            ,C ,                              ,                    ,                    ,0
0001    ,GENSIGNT,00010149000000012964,Nadia Christen Soman,20180828,5,0,0,20180416,        ,20180416,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.54.709312,119283063           ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003206181,SARA  PERALTA       ,20180828,7,0,0,20180222,        ,20180222,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.46.863625,47632843            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003206188,AURORA  RAMIREZ     ,20180828,7,0,0,20180222,        ,20180222,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.674178,15993193            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211616,Celeste Mindi Gatson,20180828,7,0,0,20180222,        ,20180222,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.49.782519,41629708            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216445,CHEROKEE KAMERON PEN,20180828,7,0,0,20180222,        ,20180222,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.49.723749,79486492            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216062,Alphonse Alfonso Cru,20180828,7,0,0,20180228,        ,20180228,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.435979,79415688            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003216063,Mara Estefany Maull ,20180828,7,1,1,20180228,        ,20180228,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.894357,19195549            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217927,Mackenna Bryon Miazg,20180828,3,1,1,20180607,        ,20180607,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.749987,79910074            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217928,MOESHA ABDIEL HOOPII,20180828,3,0,0,20180607,        ,20180607,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.46.744709,79580793            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217929,Aylin Abigail Frost ,20180828,3,1,1,20180607,        ,20180607,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.620185,42782772            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217930,Esther  Engberg Soll,20180828,3,0,0,20180607,        ,20180607,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.46.675819,19451652            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217931,Jenny Sawyer Murilla,20180828,3,1,1,20180607,        ,20180607,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.700897,52029655            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217932,HANK PAUL BERNATCHEZ,20180828,3,1,1,20180607,        ,20180607,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.685373,33159399            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217933,Aron David Morataya ,20180828,3,0,0,20180607,        ,20180607,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.46.642040,17148917            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217962,Mckayla Kristine Hua,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.756676,24030684            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217963,Malik Katie Teder Ku,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.744923,1030586091          ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217964,Marlena  Laris Hopp ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.748541,79566432            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217965,Javonte  Annarummo  ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.695992,51733515            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217966,Maleek  State       ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.741351,19182963            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217967,Kenyetta Cher Quang ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.708934,69832               ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217968,Westley  Huffmaster ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.764365,51994142            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217969,MARCUS ROBERT GHANT ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.732177,39667926            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217970,CAROLINA JOSE CELI  ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.663107,1030586098          ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217971,Esperanza  Marinacci,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.696369,5868494             ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217972,ADRIAN JOSE GARCIA  ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.609433,1030586100          ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217973,Nadav Xandria Valasq,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.800392,39569396            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217974,Nathalie Desiree Odo,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.804073,51933102            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217975,ADRIAN JOSE GARCIA  ,20180828,3,1,1,20180615,        ,20180615,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.613254,1030586103          ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217979,Anisha  Mayshack    ,20180828,3,1,1,20180619,        ,20180619,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.635977,51782267            ,C ,                              ,                    ,                    ,0
0001    ,GENEREMP,00010003000004012962,IOAN DANIEL GOODIER ,20180820,3,0,0,20180619,        ,20180619,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-21-07.37.27.946998,212800              ,E ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217990,SINAI JESSE MAGALLON,20180828,3,1,1,20180618,        ,20180618,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.813625,39747920            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217991,ADRIAN JOSE GARCIA  ,20180828,3,1,1,20180618,        ,20180618,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.600351,1030586119          ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217992,CAROLINA JOSE CELI  ,20180828,3,1,1,20180618,        ,20180618,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.688982,1030586120          ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217993,RAVIN STERLING HARLA,20180828,3,1,1,20180618,        ,20180618,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.806236,41403924            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003217994,Ted Benjamin Pono Go,20180828,3,1,1,20180618,        ,20180618,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.825739,41600832            ,C ,                              ,                    ,                    ,0
